cve_ent,entidad,cve_alc,alc,cve_col,colonia,clasif,SISTEMA,NOMBRE,LINEA,EST,CVE_EST,CVE_EOD17,TIPO,ALCALDIAS,AÑO
09,Ciudad de México,005,Gustavo A. Madero,005-096,La Joya,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-097,La Joyita,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-098,La Lengueta,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-100,La Pastora,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-101,La Pradera,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-102,Li Legislatura,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-103,Lindavista Norte,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-105,Lindavista Vallejo 1a Seccion,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-106,Lindavista Vallejo 2a Seccion,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-108,Loma La Palma,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-109,Lomas De Cuautepec,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-110,Luis Donaldo Colosio,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-112,Malacates,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-113,Martin Carrera,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-115,Maximino Avila Camacho,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-116,Montevideo,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-117,Narciso Bassols,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-118,Nueva Atzacoalco,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-120,Nueva Tenochtitlan,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-121,Nueva Vallejo,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-122,Palmatitla,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-123,Panamericana,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-124,Parque Metropolitano,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-125,Planetario Lindavista,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-126,Pradera 2a Seccion,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-127,Prados De Cuautepec,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-128,Progreso Nacional,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-129,Providencia,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-130,Pueblo De Santiago Atzacoalco,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-131,Pueblo San Juan De Aragon,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-132,Residencial Acueducto De Guadalupe,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-133,Residencial La Escalera,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-134,Residencial Zacatenco,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-135,Rosas Del Tepeyac,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-136,Salvador Diaz Miron,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-137,San Antonio,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-139,San Felipe De Jesus,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-140,San Jose De La Escalera,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-141,San Jose Ticoman,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-143,San Juan De Aragon I Seccion,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-145,San Juan De Aragon Iii Seccion,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-146,San Juan De Aragon Iv Seccion,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-147,San Juan De Aragon V Seccion,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-148,San Juan De Aragon Vi Seccion,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-149,San Juan De Aragon Vii Seccion,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-150,San Miguel,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-151,San Pedro El Chico,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-152,San Pedro Zacatenco,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-154,Santa Maria Ticoman,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-155,Santa Rosa,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-156,Santiago Atepetlac,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-157,Siete Maravillas,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-158,Solidaridad Nacional,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-160,Tepetates,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-162,Tlacaelel,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-163,Tlacamaca,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-164,Tlalpexco,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-165,Torres Lindavista,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-166,Tres Estrellas,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-167,Triunfo De La Republica,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-168,U.habit. Cuchilla Del Tesoro,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-169,Valle De Madero,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-170,Valle Del Tepeyac,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-173,Vasco De Quiroga,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-174,Villa De Aragon,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-175,Villa Gustavo A Madero,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-176,Villa Hermosa,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-177,Vista Hermosa,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-178,Zona Escolar,Colonia,,,,,,,,,
09,Ciudad de México,005,Gustavo A. Madero,005-179,Zona Escolar Oriente,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-003,Ampliacion Gabriel Ramos Millan,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-004,Barrio La Asuncion,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-005,Barrio Los Reyes,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-006,Barrio San Francisco Xicaltongo,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-007,Barrio San Miguel,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-008,Barrio San Pedro,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-009,Barrio Santa Cruz,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-010,Barrio Santiago Norte,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-011,Barrio Santiago Sur,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-012,Barrio Zapotla,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-014,Carlos Zapata Vela,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-015,Cuchilla Agricola Oriental,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-016,El Rodeo,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-017,Ex-Ejido La Magdalena Mixhuca,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-018,Fraccionamiento Coyuya,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-019,Gabriel Ramos Millan,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-020,Gabriel Ramos Millan Secc Tlacotal,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-021,Gabriel Ramos Millan Seccion Bramadero,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-022,Gabriel Ramos Millan Seccion Cuchilla,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-024,Infonavit Iztacalco,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-025,Inpi Picos,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-026,Jardines Tecma,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-027,Juventino Rosas,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-028,La Cruz,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-029,Los Picos De Iztacalco Seccion 1 A,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-030,Los Picos De Iztacalco Seccion 1 B,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-031,Los Picos De Iztacalco Seccion 2 A,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-032,Militar Marte,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-033,Nueva Santa Anita,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-034,Reforma Iztaccihuatl Norte,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-035,Reforma Iztaccihuatl Sur,Colonia,,,,,,,,,
09,Ciudad de México,006,Iztacalco,006-038,Viaducto Piedad,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-001,12 De Diciembre,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-002,Albarrada,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-003,Alvaro Obregon,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-004,Ampliacion Bellavista,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-005,Ampliacion El Santuario,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-006,Ampliacion El Triunfo,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-007,Ampliacion Emiliano Zapata,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-008,Ampliacion Los Reyes,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-009,Ampliacion Paraje San Juan,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-010,Ampliacion Ricardo Flores Magon,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-011,Ampliacion San Miguel,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-012,Ampliacion Santa Maria Aztahuacan,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-013,Ampliacion Sinatel,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-014,Ampliacion Veracruzana,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-016,Apatlaco,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-017,Banjidal,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-018,Barranca De Guadalupe,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-019,Barrio Guadalupe,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-020,Barrio La Asuncion,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-021,Barrio San Antonio,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-022,Barrio San Antonio Culhuacan,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-023,Barrio San Ignacio,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-024,Barrio San Jose,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-025,Barrio San Lorenzo,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-026,Barrio San Lucas,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-029,Barrio San Pedro,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-030,Barrio San Simon Culhuacan,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-032,Barrio Tula,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-033,Bellavista,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-034,Benito Juarez,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-035,Buenavista,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-037,Campestre Potrero,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-038,Cananea,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-039,Carlos Hank Gonzalez,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-040,Carlos Jonguitud Barrios,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-041,Casa Blanca,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-042,Celoalliotli,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-043,Central De Abasto,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-044,Cerro De La Estrella,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-045,Chinampac De Juarez,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-046,Citlalli,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-047,Colonial Iztapalapa,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-048,Consejo Agrarista Mexicano,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-050,Coop Allapetlalli,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-051,Cuchilla Del Moral,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-052,Degollado,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-053,Degollado-Mexicatlalli,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-054,Desarrollo Urbano Quetzalcoatl,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-055,Dr Alfonso Ortiz Tirado,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-056,Ejercito De Agua Prieta,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-058,Ejercito De Oriente Zona Peñon,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-059,El Eden,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-060,El Manto,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-061,El Mirador,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-062,El Molino,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-063,El Molino Tezonco,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-064,El Paraiso,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-065,El Prado,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-066,El Retoño,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-067,El Rodeo,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-069,El Santuario,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-071,El Triangulo,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-072,El Triunfo,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-076,Estado De Veracruz,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-077,Estrella Culhuacan,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-078,Estrella Del Sur,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-079,Eva Samano De Lopez Mateos,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-080,Francisco Villa,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-081,Fuego Nuevo,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-082,Granjas De San Antonio,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-083,Granjas Esmeralda,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-084,Granjas Estrella,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-085,Guadalupe Del Moral,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-086,Heroes De Churubusco,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-087,Insurgentes,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-088,Ixtlahuacan,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-089,Jacarandas,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-090,Jardines De Churubusco,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-091,Jardines De San Lorenzo Tezonco,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-092,Jose Lopez Portillo,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-093,Jose Maria Morelos Y Pavon,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-095,Justo Sierra,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-096,La Era,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-097,La Esperanza,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-098,La Planta,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-099,La Regadera,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-100,Las Peñas,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-101,Leyes De Reforma 1a Seccion,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-102,Leyes De Reforma 2a Seccion,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-103,Leyes De Reforma 3a Seccion,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-104,Lomas De La Estancia,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-105,Lomas De San Lorenzo,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-106,Lomas De Sta Cruz,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-107,Lomas De Zaragoza,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-108,Lomas El Manto,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-110,Los Angeles,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-111,Los Angeles Apanoaya,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-112,Los Cipreses,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-113,Los Picos,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-114,Miguel De La Madrid Hurtado,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-115,Minerva,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-116,Miravalles,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-117,Mixcoatl,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-118,Monte Alban,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-119,Nueva Rosita,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-120,Palmitas,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-121,Paraje San Juan,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-122,Paraje San Juan Cerro,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-123,Paraje Zacatepec,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-124,Parque Nacional Cerro De La Estrella,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-125,Paseos De Churubusco,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-126,Plan De Iguala,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-127,Polvorilla,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-128,Presidentes De Mexico,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-129,Progresista,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-130,Progreso Del Sur,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-131,Pueblo Aculco,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-133,Pueblo Los Reyes Culhuacan,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-135,Pueblo Mexicaltzingo,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-137,Pueblo San Juanico Nextipac,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-138,Pueblo San Lorenzo Tezonco,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-139,Pueblo San Lorenzo Xicotencatl,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-140,Pueblo San Sebastian Tecoloxtitla,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-141,Pueblo Santa Maria Aztahuacan,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-142,Pueblo Santa Maria Tomatlan,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-143,Pueblo Santa Martha Acatitla,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-144,Pueblo Santiago Acahualtepec,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-145,Pueblo Sta Cruz Meyehualco,Pueblos y Barrios Originarios,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-146,Puente Blanco,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-147,Purisima Atlazolpa,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-148,Real Del Moral,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-149,Reforma Politica,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-150,Renovacion,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-151,Ricardo Flores Magon,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-152,San Andres Tetepilco,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-153,San Antonio Culhuacan,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-154,San Jose Aculco,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-155,San Jose Buenavista,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-156,San Juan Estrella,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-157,San Juan Joya,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-158,San Juan Xalpa,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-159,San Miguel 8va Ampliacion,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-160,San Miguel Teotongo (Secc La Cruz),Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-161,San Miguel Teotongo (Secc Las Torres),Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-162,San Miguel Teotongo Secc Acorralado,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-163,San Miguel Teotongo Secc Avisadero,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-164,San Miguel Teotongo Secc Capilla,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-165,San Miguel Teotongo Secc Corrales,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-166,San Miguel Teotongo Secc Guadalupe,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-167,San Miguel Teotongo Secc Jardines,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-168,San Miguel Teotongo Secc Loma Alta,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-169,San Miguel Teotongo Secc Mercedes,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-170,San Miguel Teotongo Secc Palmitas,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-171,San Miguel Teotongo Secc Puente,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-172,San Miguel Teotongo Secc Ranchito,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-173,San Miguel Teotongo Secc Rancho Bajo,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-174,San Miguel Teotongo Seccion Iztlahuaca,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-175,San Nicolas Tolentino,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-176,San Pablo,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-178,Santa Maria Aztahuacan,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-179,Santa Maria Del Monte,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-182,Santiago Acahualtepec 1a Ampliaciën,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-183,Santiago Acahualtepec 2a Ampliacion,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-184,Sector Popular,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-185,Sideral,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-186,Sinatel,Colonia,,,,,,,,,
09,Ciudad de México,007,Iztapalapa,007-187,Tenorios,Colonia,,,,,,,,,
